Time(s), Pan(degree), Tilt(degree), Ultrasonic(mm), ToF(mm)
144.19,32.0,3.0,612.77,1103.0
144.4,31.0,3.0,592.53,1131.0
144.6,30.0,3.0,587.04,1070.0
144.81,29.0,3.0,583.1,935.0
145.02,28.0,3.0,586.02,850.0
145.22,27.0,3.0,675.71,816.0
145.43,26.0,3.0,699.89,785.0
145.64,25.0,3.0,691.49,761.0
145.85,24.0,3.0,638.67,742.0
146.05,23.0,3.0,616.2,735.0
146.26,22.0,3.0,609.51,744.0
146.47,21.0,3.0,593.73,719.0
146.68,20.0,3.0,576.41,723.0
146.88,19.0,3.0,588.59,724.0
147.09,18.0,3.0,580.87,730.0
147.3,17.0,3.0,576.75,704.0
147.51,16.0,3.0,577.1,696.0
147.71,15.0,3.0,568.69,704.0
147.92,14.0,3.0,574.53,684.0
148.13,13.0,3.0,1061.58,679.0
148.34,12.0,3.0,1048.38,679.0
148.55,11.0,3.0,631.46,664.0
148.75,10.0,3.0,622.2,663.0
148.96,9.0,3.0,2786.36,659.0
149.18,8.0,3.0,632.32,655.0
149.39,7.0,3.0,590.82,651.0
149.6,6.0,3.0,585.84,643.0
149.8,5.0,3.0,587.22,645.0
150.01,4.0,3.0,574.7,636.0
150.22,3.0,3.0,568.87,642.0
150.42,2.0,3.0,673.14,650.0
150.63,1.0,3.0,669.36,654.0
150.84,0.0,3.0,665.08,667.0
151.05,-1.0,4.0,677.6,646.0
151.25,0.0,4.0,677.6,646.0
151.46,1.0,4.0,674.0,639.0
151.67,2.0,4.0,673.48,629.0
151.88,3.0,4.0,672.97,624.0
152.08,4.0,4.0,579.16,617.0
152.29,5.0,4.0,570.41,622.0
152.5,6.0,4.0,569.04,623.0
152.71,7.0,4.0,585.67,625.0
152.91,8.0,4.0,574.01,628.0
153.12,9.0,4.0,636.27,640.0
153.33,10.0,4.0,626.83,644.0
153.53,11.0,4.0,652.9,650.0
153.74,12.0,4.0,736.94,650.0
153.95,13.0,4.0,750.66,661.0
154.16,14.0,4.0,729.9,667.0
154.37,15.0,4.0,585.84,678.0
154.57,16.0,4.0,577.1,683.0
154.78,17.0,4.0,577.61,703.0
154.99,18.0,4.0,581.39,713.0
155.19,19.0,4.0,780.67,723.0
155.4,20.0,4.0,597.16,734.0
155.61,21.0,4.0,593.9,732.0
155.82,22.0,4.0,595.45,730.0
156.02,23.0,4.0,622.03,742.0
156.23,24.0,4.0,631.46,762.0
156.44,25.0,4.0,720.64,780.0
156.65,26.0,4.0,699.72,777.0
156.86,27.0,4.0,679.31,805.0
157.06,28.0,4.0,674.68,868.0
157.27,29.0,4.0,591.5,965.0
157.48,30.0,4.0,586.36,1008.0
157.68,31.0,4.0,595.62,1018.0
157.89,32.0,4.0,604.37,987.0
158.1,33.0,4.0,662.33,1107.0
158.31,34.0,4.0,611.91,1102.0
158.51,35.0,4.0,646.9,911.0
158.72,36.0,4.0,622.89,924.0
158.93,37.0,4.0,642.61,696.0
159.14,38.0,4.0,649.64,934.0
159.34,39.0,4.0,649.81,678.0
159.55,40.0,4.0,724.76,674.0
159.76,41.0,4.0,444.36,606.0
159.97,42.0,4.0,413.32,578.0
160.17,43.0,4.0,437.15,547.0
160.38,44.0,4.0,404.23,665.0
160.58,45.0,4.0,432.52,561.0
160.79,46.0,4.0,436.81,548.0
161.0,47.0,4.0,412.8,498.0
161.2,48.0,4.0,384.85,507.0
161.41,49.0,4.0,387.25,520.0
161.61,50.0,4.0,403.02,461.0
161.82,51.0,4.0,414.17,466.0
162.03,52.0,4.0,441.44,435.0
162.23,53.0,4.0,705.89,416.0
162.44,54.0,4.0,432.87,367.0
162.65,55.0,4.0,433.21,369.0
162.85,56.0,4.0,832.12,345.0
163.06,57.0,4.0,825.94,327.0
163.27,58.0,4.0,824.92,324.0
163.48,59.0,4.0,823.71,331.0
163.69,60.0,4.0,844.98,325.0
163.9,61.0,4.0,832.98,317.0
164.11,62.0,4.0,785.47,313.0
164.31,63.0,4.0,765.58,316.0
164.52,64.0,4.0,715.15,322.0
164.73,65.0,4.0,380.22,335.0
164.94,66.0,4.0,213.17,322.0
165.14,67.0,4.0,204.6,342.0
165.35,68.0,4.0,207.86,360.0
165.55,69.0,4.0,208.89,370.0
165.75,70.0,4.0,213.17,384.0
165.96,71.0,4.0,204.6,382.0
166.16,72.0,4.0,200.31,380.0
166.37,73.0,4.0,204.77,384.0
166.57,74.0,4.0,204.77,381.0
166.78,75.0,4.0,200.48,380.0
166.98,76.0,4.0,206.66,380.0
167.19,77.0,4.0,201.0,380.0
167.39,78.0,4.0,213.69,378.0
167.6,79.0,4.0,208.37,378.0
167.8,80.0,4.0,207.69,379.0
168.01,81.0,4.0,361.35,378.0
168.21,82.0,4.0,356.89,374.0
168.42,83.0,4.0,352.43,374.0
168.63,84.0,4.0,347.97,370.0
168.83,85.0,4.0,347.63,371.0
169.04,86.0,4.0,347.46,370.0
169.24,87.0,4.0,345.4,370.0
169.45,88.0,4.0,351.4,367.0
169.66,89.0,4.0,351.23,370.0
169.86,90.0,4.0,351.06,367.0
170.07,91.0,4.0,346.6,369.0
170.27,92.0,4.0,350.37,369.0
170.48,93.0,4.0,350.72,370.0
170.68,94.0,4.0,346.77,372.0
170.89,95.0,4.0,350.72,370.0
171.1,96.0,4.0,350.37,370.0
171.3,97.0,4.0,350.2,373.0
171.51,98.0,4.0,354.66,373.0
171.71,99.0,4.0,350.37,377.0
171.92,100.0,4.0,350.37,376.0
172.12,101.0,4.0,355.18,379.0
172.33,102.0,4.0,350.03,381.0
172.54,103.0,4.0,358.95,380.0
172.74,104.0,4.0,350.37,386.0
172.95,105.0,4.0,359.12,388.0
173.15,106.0,4.0,359.29,394.0
173.36,107.0,4.0,355.01,402.0
173.56,108.0,4.0,352.95,405.0
173.77,109.0,4.0,359.46,408.0
173.98,110.0,4.0,364.09,413.0
174.18,111.0,4.0,359.64,412.0
174.39,112.0,4.0,355.69,420.0
174.59,113.0,4.0,364.27,427.0
174.8,114.0,4.0,360.15,431.0
175.01,115.0,4.0,375.76,430.0
175.21,116.0,4.0,609.34,440.0
175.42,117.0,4.0,597.33,446.0
175.63,118.0,4.0,598.36,449.0
175.83,119.0,4.0,600.59,458.0
176.04,120.0,4.0,562.69,462.0
176.25,121.0,4.0,550.0,469.0
176.45,122.0,4.0,437.32,475.0
176.66,123.0,4.0,558.23,472.0
176.87,124.0,4.0,624.26,484.0
177.08,125.0,4.0,616.71,493.0
177.28,126.0,4.0,605.57,488.0
177.49,127.0,4.0,585.84,494.0
177.7,128.0,4.0,595.1,483.0
177.9,129.0,4.0,601.45,497.0
178.11,130.0,4.0,606.6,498.0
178.32,131.0,4.0,606.25,489.0
178.53,132.0,4.0,606.6,485.0
178.73,133.0,4.0,617.91,577.0
178.94,134.0,4.0,629.58,467.0
179.15,135.0,4.0,659.07,438.0
179.36,136.0,4.0,648.27,435.0
179.56,137.0,4.0,602.99,469.0
179.77,138.0,4.0,260.68,373.0
179.98,139.0,4.0,259.14,376.0
180.18,140.0,4.0,255.36,343.0
180.39,141.0,4.0,260.51,327.0
180.59,142.0,4.0,258.62,314.0
180.8,143.0,4.0,249.36,309.0
181.0,144.0,4.0,243.53,309.0
181.21,145.0,4.0,233.58,297.0
181.41,146.0,4.0,239.24,289.0
181.62,147.0,4.0,233.75,288.0
181.82,148.0,4.0,238.56,283.0
182.03,149.0,4.0,235.98,272.0
182.23,150.0,4.0,236.84,269.0
182.44,151.0,4.0,241.99,267.0
182.64,152.0,4.0,237.01,257.0
182.85,153.0,4.0,232.9,256.0
183.05,154.0,4.0,240.96,257.0
183.26,155.0,4.0,232.21,251.0
183.46,156.0,4.0,231.7,252.0
183.67,157.0,4.0,228.1,247.0
183.87,158.0,4.0,231.35,243.0
184.08,159.0,4.0,226.89,242.0
184.28,160.0,4.0,230.15,234.0
184.49,161.0,4.0,225.52,233.0
184.69,162.0,4.0,230.84,233.0
184.9,163.0,4.0,230.67,230.0
185.1,164.0,4.0,229.47,234.0
185.31,165.0,4.0,230.15,232.0
185.51,166.0,4.0,230.32,235.0
185.72,167.0,4.0,230.32,240.0
185.92,168.0,4.0,229.3,245.0
186.13,169.0,4.0,234.78,256.0
186.33,170.0,4.0,230.5,265.0
186.54,171.0,4.0,230.32,263.0
186.74,172.0,4.0,233.58,1826.0
186.95,173.0,4.0,234.96,3995.0
187.16,174.0,4.0,233.93,4313.0
187.36,175.0,4.0,239.59,4371.0
187.57,176.0,4.0,237.01,4281.0
187.77,177.0,4.0,242.84,4223.0
187.98,178.0,4.0,252.79,4198.0
188.18,179.0,4.0,256.05,4295.0
188.39,180.0,4.0,-10.0,4320.0
188.62,181.0,5.0,1894.22,4187.0
188.83,180.0,5.0,277.32,4265.0
189.04,179.0,5.0,1818.41,4238.0
189.25,178.0,5.0,247.3,4186.0
189.46,177.0,5.0,248.16,4221.0
189.66,176.0,5.0,239.59,4390.0
189.87,175.0,5.0,233.24,4248.0
190.07,174.0,5.0,234.96,4255.0
190.28,173.0,5.0,233.93,4237.0
190.48,172.0,5.0,234.78,4292.0
190.69,171.0,5.0,231.87,2320.0
190.9,170.0,5.0,229.47,268.0
191.1,169.0,5.0,230.32,265.0
191.3,168.0,5.0,230.32,260.0
191.51,167.0,5.0,227.92,252.0
191.72,166.0,5.0,229.47,241.0
191.92,165.0,5.0,230.5,241.0
192.12,164.0,5.0,230.15,235.0
192.33,163.0,5.0,229.12,234.0
192.54,162.0,5.0,229.64,232.0
192.74,161.0,5.0,226.38,236.0
192.95,160.0,5.0,231.01,230.0
193.15,159.0,5.0,225.69,237.0
193.36,158.0,5.0,231.35,240.0
193.56,157.0,5.0,227.24,245.0
193.77,156.0,5.0,231.52,251.0
193.97,155.0,5.0,235.3,254.0
194.18,154.0,5.0,232.04,253.0
194.38,153.0,5.0,236.67,257.0
194.59,152.0,5.0,235.98,259.0
194.79,151.0,5.0,237.36,261.0
195.0,150.0,5.0,237.53,263.0
195.2,149.0,5.0,237.18,276.0
195.41,148.0,5.0,235.47,271.0
195.61,147.0,5.0,238.73,285.0
195.82,146.0,5.0,238.21,279.0
196.02,145.0,5.0,235.3,293.0
196.23,144.0,5.0,237.7,313.0
196.43,143.0,5.0,243.7,300.0
196.64,142.0,5.0,249.53,320.0
196.84,141.0,5.0,254.33,334.0
197.05,140.0,5.0,255.71,335.0
197.25,139.0,5.0,251.42,368.0
197.46,138.0,5.0,250.9,492.0
197.66,137.0,5.0,260.85,440.0
197.87,136.0,5.0,632.32,422.0
198.08,135.0,5.0,651.53,442.0
198.28,134.0,5.0,625.12,456.0
198.49,133.0,5.0,617.74,467.0
198.7,132.0,5.0,617.06,467.0
198.91,131.0,5.0,611.57,493.0
199.11,130.0,5.0,609.68,475.0
199.32,129.0,5.0,619.46,498.0
199.53,128.0,5.0,1340.27,501.0
199.74,127.0,5.0,1323.81,496.0
199.95,126.0,5.0,1328.95,486.0
200.16,125.0,5.0,619.8,503.0
200.37,124.0,5.0,623.23,481.0
200.58,123.0,5.0,624.09,486.0
200.78,122.0,5.0,583.27,475.0
200.99,121.0,5.0,424.81,476.0
201.2,120.0,5.0,552.92,474.0
201.41,119.0,5.0,592.02,458.0
201.61,118.0,5.0,608.48,461.0
201.82,117.0,5.0,608.83,456.0
202.03,116.0,5.0,611.74,453.0
202.23,115.0,5.0,617.91,445.0
202.44,114.0,5.0,386.22,438.0
202.65,113.0,5.0,375.07,430.0
202.85,112.0,5.0,368.72,427.0
203.06,111.0,5.0,359.64,424.0
203.27,110.0,5.0,359.64,414.0
203.47,109.0,5.0,361.52,412.0
203.68,108.0,5.0,368.21,410.0
203.88,107.0,5.0,355.01,410.0
204.09,106.0,5.0,356.89,402.0
204.3,105.0,5.0,355.01,405.0
204.5,104.0,5.0,354.83,398.0
204.71,103.0,5.0,354.66,395.0
204.91,102.0,5.0,350.37,386.0
205.12,101.0,5.0,350.37,386.0
205.32,100.0,5.0,350.37,385.0
205.53,99.0,5.0,344.37,385.0
205.74,98.0,5.0,350.55,375.0
205.94,97.0,5.0,350.37,376.0
206.15,96.0,5.0,355.01,377.0
206.35,95.0,5.0,354.83,374.0
206.56,94.0,5.0,355.18,377.0
206.76,93.0,5.0,350.72,375.0
206.97,92.0,5.0,349.0,371.0
207.18,91.0,5.0,350.89,372.0
207.38,90.0,5.0,351.06,374.0
207.59,89.0,5.0,359.81,375.0
207.79,88.0,5.0,355.52,374.0
208.0,87.0,5.0,356.03,374.0
208.2,86.0,5.0,351.75,377.0
208.41,85.0,5.0,345.92,376.0
208.62,84.0,5.0,352.09,380.0
208.82,83.0,5.0,352.26,377.0
209.03,82.0,5.0,352.26,380.0
209.23,81.0,5.0,357.06,380.0
209.44,80.0,5.0,361.69,383.0
209.65,79.0,5.0,362.38,383.0
209.85,78.0,5.0,231.18,386.0
210.06,77.0,5.0,212.66,388.0
210.26,76.0,5.0,241.99,384.0
210.47,75.0,5.0,217.81,386.0
210.67,74.0,5.0,215.58,392.0
210.88,73.0,5.0,217.46,392.0
211.08,72.0,5.0,368.55,389.0
211.29,71.0,5.0,369.07,392.0
211.49,70.0,5.0,371.13,386.0
211.7,69.0,5.0,370.1,389.0
211.9,68.0,5.0,366.32,378.0
212.11,67.0,5.0,360.15,377.0
212.32,66.0,5.0,367.35,346.0
212.52,65.0,5.0,376.1,355.0
212.73,64.0,5.0,753.91,356.0
212.94,63.0,5.0,782.38,345.0
213.14,62.0,5.0,806.56,361.0
213.35,61.0,5.0,825.77,353.0
213.56,60.0,5.0,1143.39,345.0
213.77,59.0,5.0,1152.65,369.0
213.98,58.0,5.0,1168.6,354.0
214.19,57.0,5.0,834.52,366.0
214.4,56.0,5.0,820.46,376.0
214.61,55.0,5.0,764.03,401.0
214.82,54.0,5.0,765.23,417.0
215.02,53.0,5.0,714.64,437.0
215.23,52.0,5.0,718.93,453.0
215.44,51.0,5.0,710.52,479.0
215.65,50.0,5.0,426.35,497.0
215.86,49.0,5.0,402.68,539.0
216.06,48.0,5.0,403.37,547.0
216.27,47.0,5.0,421.03,547.0
216.47,46.0,5.0,416.92,545.0
216.68,45.0,5.0,428.41,645.0
216.89,44.0,5.0,412.63,608.0
217.09,43.0,5.0,398.39,652.0
217.3,42.0,5.0,420.52,688.0
217.5,41.0,5.0,450.36,649.0
217.71,40.0,5.0,471.11,668.0
217.92,39.0,5.0,737.79,653.0
218.13,38.0,5.0,671.08,674.0
218.33,37.0,5.0,648.27,743.0
218.54,36.0,5.0,662.85,869.0
218.75,35.0,5.0,650.33,980.0
218.96,34.0,5.0,646.21,946.0
219.16,33.0,5.0,646.21,967.0
219.37,32.0,5.0,679.48,966.0
219.58,31.0,5.0,613.28,1072.0
219.79,30.0,5.0,692.0,1062.0
219.99,29.0,5.0,689.94,987.0
220.2,28.0,5.0,700.23,886.0
220.41,27.0,5.0,710.18,870.0
220.62,26.0,5.0,716.87,822.0
220.82,25.0,5.0,750.14,795.0
221.03,24.0,5.0,756.32,757.0
221.24,23.0,5.0,622.2,770.0
221.45,22.0,5.0,615.17,753.0
221.66,21.0,5.0,601.79,772.0
221.86,20.0,5.0,602.82,758.0
222.07,19.0,5.0,591.85,748.0
222.28,18.0,5.0,597.51,726.0
222.48,17.0,5.0,585.84,698.0
222.69,16.0,5.0,759.57,671.0
222.9,15.0,5.0,573.32,667.0
223.11,14.0,5.0,750.14,646.0
223.31,13.0,5.0,754.09,652.0
223.52,12.0,5.0,738.14,635.0
223.73,11.0,5.0,639.18,626.0
223.94,10.0,5.0,622.72,625.0
224.15,9.0,5.0,635.58,615.0
224.35,8.0,5.0,610.54,615.0
224.56,7.0,5.0,587.04,607.0
224.77,6.0,5.0,578.81,601.0
224.97,5.0,5.0,583.96,598.0
225.18,4.0,5.0,582.59,590.0
225.39,3.0,5.0,677.42,593.0
225.6,2.0,5.0,677.6,593.0
225.8,1.0,5.0,681.88,596.0
226.01,0.0,5.0,673.65,605.0
226.22,-1.0,6.0,690.8,596.0
226.43,0.0,6.0,687.54,599.0
226.63,1.0,6.0,687.71,601.0
226.84,2.0,6.0,689.77,590.0
227.05,3.0,6.0,677.77,594.0
227.26,4.0,6.0,685.49,590.0
227.47,5.0,6.0,596.13,586.0
227.67,6.0,6.0,570.24,592.0
227.88,7.0,6.0,578.47,588.0
228.09,8.0,6.0,582.76,600.0
228.29,9.0,6.0,610.37,610.0
228.5,10.0,6.0,628.2,614.0
228.71,11.0,6.0,635.24,623.0
228.91,12.0,6.0,726.65,628.0
229.12,13.0,6.0,737.79,631.0
229.33,14.0,6.0,750.48,640.0
229.54,15.0,6.0,746.03,648.0
229.75,16.0,6.0,754.6,662.0
229.96,17.0,6.0,765.4,696.0
230.16,18.0,6.0,776.04,710.0
230.37,19.0,6.0,595.79,723.0
230.58,20.0,6.0,607.28,749.0
230.79,21.0,6.0,610.2,770.0
230.99,22.0,6.0,585.67,778.0
231.2,23.0,6.0,614.83,792.0
231.41,24.0,6.0,630.78,756.0
231.62,25.0,6.0,751.34,778.0
231.82,26.0,6.0,766.78,804.0
232.03,27.0,6.0,732.13,836.0
232.24,28.0,6.0,695.78,984.0
232.45,29.0,6.0,700.06,1058.0
232.66,30.0,6.0,681.2,1082.0
232.86,31.0,6.0,595.28,1257.0
233.07,32.0,6.0,600.59,1170.0
233.28,33.0,6.0,609.0,1282.0
233.49,34.0,6.0,658.73,1241.0
233.69,35.0,6.0,623.06,1007.0
233.9,36.0,6.0,651.36,874.0
234.11,37.0,6.0,641.75,979.0
234.31,38.0,6.0,645.53,707.0
234.52,39.0,6.0,672.28,801.0
234.73,40.0,6.0,675.37,641.0
234.94,41.0,6.0,446.07,663.0
235.14,42.0,6.0,425.83,660.0
235.35,43.0,6.0,413.32,629.0
235.56,44.0,6.0,413.49,601.0
235.76,45.0,6.0,416.75,584.0
235.97,46.0,6.0,429.26,588.0
236.18,47.0,6.0,419.66,568.0
236.38,48.0,6.0,399.77,518.0
236.59,49.0,6.0,403.71,504.0
236.79,50.0,6.0,399.77,506.0
237.0,51.0,6.0,436.12,510.0
237.21,52.0,6.0,714.81,482.0
237.41,53.0,6.0,3221.28,446.0
237.64,54.0,6.0,712.93,449.0
237.84,55.0,6.0,756.83,417.0
238.05,56.0,6.0,787.36,408.0
238.26,57.0,6.0,1227.25,406.0
238.47,58.0,6.0,1214.05,372.0
238.68,59.0,6.0,1186.78,384.0
238.89,60.0,6.0,1168.6,363.0
239.1,61.0,6.0,1156.25,364.0
239.31,62.0,6.0,785.98,358.0
239.52,63.0,6.0,1359.14,362.0
239.73,64.0,6.0,827.66,371.0
239.94,65.0,6.0,757.69,383.0
240.15,66.0,6.0,367.35,372.0
240.36,67.0,6.0,360.84,371.0
240.56,68.0,6.0,371.13,376.0
240.77,69.0,6.0,370.44,386.0
240.97,70.0,6.0,370.1,398.0
241.18,71.0,6.0,364.78,397.0
241.38,72.0,6.0,360.32,400.0
241.59,73.0,6.0,364.27,397.0
241.8,74.0,6.0,349.17,393.0
242.0,75.0,6.0,350.72,392.0
242.21,76.0,6.0,350.37,392.0
242.41,77.0,6.0,350.55,391.0
242.62,78.0,6.0,354.32,390.0
242.83,79.0,6.0,358.09,388.0
243.03,80.0,6.0,364.95,384.0
243.24,81.0,6.0,358.26,384.0
243.44,82.0,6.0,355.69,382.0
243.65,83.0,6.0,356.38,378.0
243.86,84.0,6.0,349.52,380.0
244.06,85.0,6.0,351.75,379.0
244.27,86.0,6.0,360.15,375.0
244.47,87.0,6.0,359.98,377.0
244.68,88.0,6.0,345.23,377.0
244.88,89.0,6.0,351.4,376.0
245.09,90.0,6.0,351.06,375.0
245.3,91.0,6.0,347.97,377.0
245.5,92.0,6.0,346.43,374.0
245.71,93.0,6.0,354.83,375.0
245.91,94.0,6.0,350.72,380.0
246.12,95.0,6.0,344.2,378.0
246.32,96.0,6.0,350.2,372.0
246.53,97.0,6.0,350.55,380.0
246.74,98.0,6.0,347.63,381.0
246.94,99.0,6.0,350.37,384.0
247.15,100.0,6.0,354.66,386.0
247.35,101.0,6.0,354.83,387.0
247.56,102.0,6.0,344.2,389.0
247.76,103.0,6.0,350.37,389.0
247.97,104.0,6.0,354.83,392.0
248.18,105.0,6.0,352.26,401.0
248.38,106.0,6.0,355.18,402.0
248.59,107.0,6.0,355.18,408.0
248.79,108.0,6.0,355.35,415.0
249.0,109.0,6.0,349.52,413.0
249.21,110.0,6.0,355.35,415.0
249.41,111.0,6.0,359.64,420.0
249.62,112.0,6.0,366.15,423.0
249.82,113.0,6.0,368.55,431.0
250.03,114.0,6.0,381.76,432.0
250.23,115.0,6.0,385.19,435.0
250.44,116.0,6.0,619.11,445.0
250.65,117.0,6.0,609.34,439.0
250.86,118.0,6.0,402.85,462.0
251.06,119.0,6.0,609.0,460.0
251.27,120.0,6.0,594.93,469.0
251.48,121.0,6.0,440.07,474.0
251.68,122.0,6.0,424.98,473.0
251.89,123.0,6.0,619.97,477.0
252.1,124.0,6.0,617.57,488.0
252.3,125.0,6.0,633.86,504.0
252.51,126.0,6.0,636.95,491.0
252.72,127.0,6.0,1345.76,492.0
252.93,128.0,6.0,1366.0,494.0
253.14,129.0,6.0,1374.4,512.0
253.35,130.0,6.0,696.63,501.0
253.56,131.0,6.0,669.02,489.0
253.77,132.0,6.0,613.97,502.0
253.98,133.0,6.0,610.03,470.0
254.18,134.0,6.0,626.32,462.0
254.39,135.0,6.0,650.33,469.0
254.6,136.0,6.0,658.73,428.0
254.81,137.0,6.0,622.72,408.0
255.01,138.0,6.0,259.65,410.0
255.22,139.0,6.0,257.76,368.0
255.42,140.0,6.0,254.51,350.0
255.63,141.0,6.0,255.02,335.0
255.84,142.0,6.0,261.88,325.0
256.04,143.0,6.0,251.08,327.0
256.24,144.0,6.0,244.73,311.0
256.45,145.0,6.0,239.07,303.0
256.66,146.0,6.0,239.59,299.0
256.86,147.0,6.0,235.64,292.0
257.07,148.0,6.0,237.7,281.0
257.27,149.0,6.0,238.56,282.0
257.48,150.0,6.0,238.04,276.0
257.68,151.0,6.0,230.32,267.0
257.89,152.0,6.0,237.18,261.0
258.09,153.0,6.0,236.84,259.0
258.3,154.0,6.0,236.84,261.0
258.5,155.0,6.0,229.3,257.0
258.71,156.0,6.0,231.7,258.0
258.91,157.0,6.0,231.7,249.0
259.12,158.0,6.0,226.04,245.0
259.32,159.0,6.0,220.72,243.0
259.53,160.0,6.0,230.67,236.0
259.73,161.0,6.0,226.55,237.0
259.94,162.0,6.0,229.81,236.0
260.14,163.0,6.0,224.32,233.0
260.35,164.0,6.0,230.32,233.0
260.55,165.0,6.0,230.15,230.0
260.76,166.0,6.0,228.95,242.0
260.96,167.0,6.0,224.32,247.0
261.17,168.0,6.0,230.5,253.0
261.37,169.0,6.0,229.3,262.0
261.58,170.0,6.0,229.98,264.0
261.78,171.0,6.0,232.04,274.0
261.99,172.0,6.0,234.96,1284.0
262.19,173.0,6.0,238.21,4299.0
262.4,174.0,6.0,238.9,4118.0
262.6,175.0,6.0,235.64,4292.0
262.81,176.0,6.0,243.7,4276.0
263.01,177.0,6.0,248.16,4101.0
263.22,178.0,6.0,243.02,4235.0
263.42,179.0,6.0,261.19,4193.0
263.63,180.0,6.0,-10.0,4000.0
263.86,181.0,7.0,-10.0,4272.0
264.09,180.0,7.0,-10.0,4143.0
264.33,179.0,7.0,1823.56,4072.0
264.54,178.0,7.0,266.0,4212.0
264.74,177.0,7.0,261.02,4319.0
264.95,176.0,7.0,242.84,4099.0
265.16,175.0,7.0,252.28,4286.0
265.36,174.0,7.0,238.21,4222.0
265.57,173.0,7.0,239.24,4088.0
265.77,172.0,7.0,243.53,4162.0
265.98,171.0,7.0,233.75,387.0
266.18,170.0,7.0,234.44,308.0
266.39,169.0,7.0,234.96,271.0
266.59,168.0,7.0,229.47,259.0
266.8,167.0,7.0,230.5,254.0
267.0,166.0,7.0,230.32,246.0
267.21,165.0,7.0,230.5,243.0
267.41,164.0,7.0,229.3,236.0
267.62,163.0,7.0,230.67,240.0
267.82,162.0,7.0,222.61,233.0
268.03,161.0,7.0,229.81,239.0
268.23,160.0,7.0,230.84,236.0
268.44,159.0,7.0,231.18,239.0
268.64,158.0,7.0,227.58,244.0
268.85,157.0,7.0,230.32,250.0
269.05,156.0,7.0,231.52,254.0
269.26,155.0,7.0,231.52,257.0
269.46,154.0,7.0,231.87,264.0
269.67,153.0,7.0,236.84,269.0
269.87,152.0,7.0,236.67,267.0
270.08,151.0,7.0,237.18,266.0
270.28,150.0,7.0,234.61,271.0
270.49,149.0,7.0,242.5,281.0
270.69,148.0,7.0,238.38,278.0
270.9,147.0,7.0,237.53,290.0
271.1,146.0,7.0,236.33,291.0
271.31,145.0,7.0,243.87,304.0
271.51,144.0,7.0,243.02,319.0
271.72,143.0,7.0,253.31,329.0
271.92,142.0,7.0,246.27,322.0
272.13,141.0,7.0,263.08,333.0
272.33,140.0,7.0,254.16,355.0
272.54,139.0,7.0,255.02,389.0
272.75,138.0,7.0,252.1,444.0
272.95,137.0,7.0,255.71,476.0
273.16,136.0,7.0,610.37,566.0
273.36,135.0,7.0,1382.29,452.0
273.58,134.0,7.0,617.06,530.0
273.78,133.0,7.0,607.45,486.0
273.99,132.0,7.0,604.37,477.0
274.2,131.0,7.0,605.57,485.0
274.4,130.0,7.0,619.29,502.0
274.61,129.0,7.0,618.77,496.0
274.82,128.0,7.0,672.62,513.0
275.03,127.0,7.0,620.49,491.0
275.23,126.0,7.0,632.49,485.0
275.44,125.0,7.0,615.51,488.0
275.65,124.0,7.0,624.43,485.0
275.86,123.0,7.0,633.01,493.0
276.06,122.0,7.0,614.66,486.0
276.27,121.0,7.0,607.45,482.0
276.48,120.0,7.0,617.23,468.0
276.69,119.0,7.0,612.43,473.0
276.89,118.0,7.0,618.09,473.0
277.1,117.0,7.0,610.54,459.0
277.31,116.0,7.0,610.2,463.0
277.52,115.0,7.0,613.63,447.0
277.72,114.0,7.0,613.97,442.0
277.93,113.0,7.0,610.2,441.0
278.14,112.0,7.0,614.66,434.0
278.34,111.0,7.0,362.21,427.0
278.55,110.0,7.0,372.5,426.0
278.76,109.0,7.0,372.5,424.0
278.96,108.0,7.0,369.75,423.0
279.17,107.0,7.0,363.41,415.0
279.37,106.0,7.0,363.58,413.0
279.58,105.0,7.0,363.58,406.0
279.79,104.0,7.0,362.38,406.0
279.99,103.0,7.0,354.49,405.0
280.2,102.0,7.0,358.09,400.0
280.4,101.0,7.0,354.32,397.0
280.61,100.0,7.0,354.66,397.0
280.82,99.0,7.0,357.92,392.0
281.02,98.0,7.0,353.63,391.0
281.23,97.0,7.0,354.66,387.0
281.43,96.0,7.0,354.83,386.0
281.64,95.0,7.0,350.55,385.0
281.84,94.0,7.0,348.83,388.0
282.05,93.0,7.0,350.55,384.0
282.26,92.0,7.0,355.18,382.0
282.46,91.0,7.0,355.35,377.0
282.67,90.0,7.0,355.35,380.0
282.87,89.0,7.0,351.06,382.0
283.08,88.0,7.0,351.4,383.0
283.28,87.0,7.0,345.57,382.0
283.49,86.0,7.0,355.86,381.0
283.7,85.0,7.0,356.21,384.0
283.9,84.0,7.0,352.09,385.0
284.11,83.0,7.0,361.01,385.0
284.31,82.0,7.0,356.72,391.0
284.52,81.0,7.0,365.64,389.0
284.73,80.0,7.0,359.98,390.0
284.93,79.0,7.0,362.04,396.0
285.14,78.0,7.0,362.55,397.0
285.34,77.0,7.0,364.44,398.0
285.55,76.0,7.0,354.66,400.0
285.75,75.0,7.0,354.83,399.0
285.96,74.0,7.0,355.01,408.0
286.17,73.0,7.0,353.46,405.0
286.37,72.0,7.0,360.15,406.0
286.58,71.0,7.0,364.44,411.0
286.78,70.0,7.0,365.81,402.0
286.99,69.0,7.0,381.76,408.0
287.2,68.0,7.0,395.82,410.0
